plot density     yield
1     5          122.7   59.6
2    10           63.0   30.5
3    15           32.5   29.6
4    20           34.5   19.6
5    30           31.4   14.1
6    40           17.7   13.8
7    60           21.9   14.2
8    80           21.3   12.4
9   100           18.4   10.9

