18 0
20 1
22 1
23 0
23 0
24 0
24 1
25 0
25 5
27 0
28 1
28 2
28 2
29 4
30 2
30 1
30 3
30 1
31 0
31 3
32 4
33 2
33 0
33 1
34 2
34 3
34 0
35 1
35 2
35 1
37 2
37 5
37 1
39 2
40 4
